trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,0,33.09082459995989,,33.04410979995737,10,33.09082459995989,33.09082459995989,0.023220499977469444,34.102068199950736,34.63673609995749,[-0.26666666666666666],[-0.1259259259259259],[1],[0],[0],[1.5697867999551818],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
20,0,20,0,34.65899219998391,,34.63995989999967,5,34.65899219998391,34.65899219998391,0.012660100008361042,35.66828369995346,36.30387309996877,[-0.40185185185185185],[-0.022222222222222223],[1],[0],[0],[1.651204099995084],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
21,0,21,0,36.38888969999971,,36.308505499968305,5,36.38888969999971,36.38888969999971,0.06082009995589033,37.401227199996356,38.13651009998284,[0.1527777777777778],[0.4962962962962963],[1],[0],[0],[1.7675793999806046],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
22,0,22,0,38.17016419995343,,38.14034939999692,5,38.17016419995343,38.17016419995343,0.019129700027406216,39.18443669995759,39.818641799967736,[0.007407407407407408],[-0.47129629629629627],[1],[0],[0],[1.6595288999960758],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
23,0,23,0,39.850124899996445,,39.821421000000555,5,39.850124899996445,39.850124899996445,0.011246400012169033,40.85072669998044,41.2852485999465,[-0.39166666666666666],[-0.03981481481481482],[1],[0],[0],[1.4530438999645412],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
24,0,24,0,41.30512669996824,,41.287060599948745,5,41.30512669996824,41.30512669996824,0.011506899958476424,42.31661559996428,46.533837599970866,[-0.44722222222222224],[0.42407407407407405],[1],[0],[0],[5.235237899993081],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
25,0,25,0,46.57140580000123,,46.53569919994334,10,46.57140580000123,46.57140580000123,0.021183600008953363,47.58232499996666,48.91667959996266,[-0.025],[-0.30833333333333335],[1],[0],[0],[2.3598110000020824],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
26,0,26,0,48.937502999964636,,48.91869919997407,5,48.937502999964636,48.937502999964636,0.011209199961740524,49.9487964999862,50.30040859995643,[-0.09074074074074075],[0.23333333333333334],[1],[0],[0],[1.370283099997323],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
27,0,27,0,50.336564199998975,,50.30556539999088,5,50.336564199998975,50.336564199998975,0.01953930000308901,51.34851489996072,51.88405870000133,[-0.37777777777777777],[-0.08703703703703704],[1],[0],[0],[1.55937420000555],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
28,0,28,0,51.93730389996199,,51.88880209997296,10,51.93730389996199,51.93730389996199,0.031847800011746585,52.94783079996705,54.482399499975145,[0.31574074074074077],[-0.13518518518518519],[1],[0],[0],[2.562253799987957],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
29,0,29,0,54.513989399943966,,54.485323799948674,10,54.513989399943966,54.513989399943966,0.018936000007670373,55.514750899979845,58.165381099970546,[0.4537037037037037],[0.032407407407407406],[1],[0],[0],[3.6611891000065953],[],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
30,0,30,0,58.20482859999174,,58.169458999997005,10,58.20482859999174,58.20482859999174,0.022970299993176013,59.213353999948595,60.430983099970035,[-0.5064814814814815],[-0.3787037037037037],[1],[0],[0],[2.238926399964839],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
31,0,31,0,60.465958899992984,,60.43380299996352,10,60.465958899992984,60.465958899992984,0.020114899962209165,61.4797279999475,62.131125399959274,[-0.3888888888888889],[0.28425925925925927],[1],[0],[0],[1.677285599987954],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
32,0,32,0,62.162753299984615,,62.13606319995597,5,62.162753299984615,62.162753299984615,0.01717449998250231,63.16228989994852,63.89966809999896,[0.025],[-0.18703703703703703],[1],[0],[0],[1.746311200025957],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
33,0,33,0,63.950604099954944,,63.90475249994779,10,63.950604099954944,63.950604099954944,0.033324799966067076,64.96196509996662,66.1459720999701,[0.30185185185185187],[0.4398148148148148],[1],[0],[0],[2.2085879999794997],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
34,0,34,0,66.16642279998632,,66.14868149999529,5,66.16642279998632,66.16642279998632,0.009024800034239888,67.17831939994358,68.51281579997158,[0.2574074074074074],[0.42777777777777776],[1],[0],[0],[2.354955999995582],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
35,0,35,0,68.54937759996392,,68.51682179997442,10,68.54937759996392,68.54937759996392,0.02329989999998361,69.56028639996657,70.89535649999743,[-0.4777777777777778],[0.03981481481481482],[1],[0],[0],[2.3556030000327155],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
36,0,36,0,70.9168820999912,,70.89838279999094,5,70.9168820999912,70.9168820999912,0.011554200027603656,71.9275066999835,72.41234949999489,[-0.2222222222222222],[-0.12222222222222222],[1],[0],[0],[1.5024462000001222],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
37,0,37,0,72.44366469996748,,72.41692899999907,5,72.44366469996748,72.44366469996748,0.017236299987416714,73.44353739998769,74.01259069994558,[0.125],[0.43425925925925923],[1],[0],[0],[1.578803499985952],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
38,0,38,0,74.0383566999808,,74.01778859994374,5,74.0383566999808,74.0383566999808,0.01487990003079176,75.04311099997722,75.99463589995867,[0.43796296296296294],[-0.1425925925925926],[1],[0],[0],[1.9622345000389032],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
39,0,39,0,76.04304269998102,,75.99810459994478,10,76.04304269998102,76.04304269998102,0.030472499958705157,77.04370509996079,78.1438714999822,[-0.10185185185185185],[-0.43425925925925923],[1],[0],[0],[2.1152422999730334],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
40,0,40,0,78.16605589998653,,78.14771859999746,5,78.16605589998653,78.16605589998653,0.011400400020647794,79.17584739997983,79.66057089995593,[-0.23148148148148148],[-0.2601851851851852],[1],[0],[0],[1.5016068000113592],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
41,0,41,0,79.68179589998908,,79.66416149999714,5,79.68179589998908,79.68179589998908,0.011921099969185889,80.69222799997078,81.16004819999216,[0.1787037037037037],[0.001851851851851852],[1],[0],[0],[1.4841982999932952],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
42,0,42,0,81.19866579998052,,81.16363409999758,10,81.19866579998052,81.19866579998052,0.02195559995016083,82.20854219998,83.14298419997795,[0.487962962962963],[0.39444444444444443],[1],[0],[0],[1.9576825000112876],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
43,0,43,0,83.1795345999999,,83.14652019995265,10,83.1795345999999,83.1795345999999,0.02119569998467341,84.19223439996131,84.85960719996365,[-0.021296296296296296],[0.24537037037037038],[1],[0],[0],[1.6923015000065789],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
44,0,44,0,84.89381979999598,,84.86332479998237,10,84.89381979999598,84.89381979999598,0.020615899993572384,85.90752269997029,86.35853229998611,[-0.07407407407407407],[-0.07222222222222222],[1],[0],[0],[1.4750206000171602],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
45,0,45,0,86.39084599999478,,86.361299399985,10,86.39084599999478,86.39084599999478,0.01807529997313395,87.39138769998681,88.94208259996958,[-0.03333333333333333],[-0.07592592592592592],[1],[0],[0],[2.562724099960178],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
46,0,46,0,88.96929919999093,,88.94639349996578,5,88.96929919999093,88.96929919999093,0.01647989999037236,89.973411199986,90.31013269996038,[-0.3037037037037037],[0.2935185185185185],[1],[0],[0],[1.3472140000085346],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
47,0,47,0,90.36110519996146,,90.31555329996627,10,90.36110519996146,90.36110519996146,0.03190070000709966,91.37324809998972,92.05721030000132,[0.3148148148148148],[-0.11944444444444445],[1],[0],[0],[1.7102520000189543],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
48,0,48,0,92.07745039998554,,92.05949559999863,5,92.07745039998554,92.07745039998554,0.010681200015824288,93.08958719996735,93.49121139995987,[0.000925925925925926],[-0.1],[1],[0],[0],[1.4204328000196256],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
49,0,49,0,93.52148609998403,,93.49696659995243,5,93.52148609998403,93.52148609998403,0.01702220004517585,94.52264899999136,95.40926269994816,[0.32592592592592595],[0.39814814814814814],[1],[0],[0],[1.8951647999929264],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
50,0,50,0,95.4532333999523,,95.4139157999889,10,95.4532333999523,95.4532333999523,0.029165800020564348,96.45575839997036,96.6565130999661,[0.037037037037037035],[0.3685185185185185],[1],[0],[0],[1.213885300036054],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
51,0,51,0,96.69456879998324,,96.66008349996991,10,96.69456879998324,96.69456879998324,0.022316400019917637,97.70530549995601,98.27373279997846,[-0.000925925925925926],[-0.08333333333333333],[1],[0],[0],[1.591329900023993],[],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
52,0,52,0,98.29830829997081,,98.27787159994477,5,98.29830829997081,98.29830829997081,0.01472279999870807,99.30513839999912,99.7075199999963,[0.47314814814814815],[0.014814814814814815],[1],[0],[0],[1.4151394000509754],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
53,0,53,0,99.74128109996673,,99.71270709997043,5,99.74128109996673,99.74128109996673,0.017965000006370246,100.7544694999815,101.60626449994743,[-0.4527777777777778],[-0.36574074074074076],[1],[0],[0],[1.8758960000122897],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
54,0,54,0,101.63465989998076,,101.61204389994964,5,101.63465989998076,101.63465989998076,0.015998899994883686,102.63741279998794,103.5890434999601,[0.37037037037037035],[-0.05185185185185185],[1],[0],[0],[1.9614398999838158],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
55,0,55,0,103.620597000001,,103.59423589997459,5,103.620597000001,103.620597000001,0.01682980003533885,104.620463499974,107.33965259999968,[0.02962962962962963],[0.3527777777777778],[1],[0],[0],[3.728801299992483],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
56,0,56,0,107.37222989997827,,107.34504549996927,5,107.37222989997827,107.37222989997827,0.01676440000301227,108.3862783999648,108.88879050000105,[0.018518518518518517],[-0.20555555555555555],[1],[0],[0],[1.5267560000065714],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
57,0,57,0,108.91754399996717,,108.8942807999556,5,108.91754399996717,108.91754399996717,0.017296000034548342,109.91964949999237,110.95369399996707,[-0.5074074074074074],[-0.3509259259259259],[1],[0],[0],[2.0426013999967836],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
58,0,58,0,110.98234429996228,,110.95819309999933,5,110.98234429996228,110.98234429996228,0.017606700013857335,111.9855653999839,112.67069279996213,[0.35],[0.26296296296296295],[1],[0],[0],[1.6953284000046551],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
59,0,59,0,112.72450399998343,,112.67610429995693,10,112.72450399998343,112.72450399998343,0.031791499990504235,113.7349692999851,115.36916409997502,[0.30462962962962964],[-0.2175925925925926],[1],[0],[0],[2.6618599999928847],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
60,0,60,0,115.40320929995505,,115.37299529998563,10,115.40320929995505,115.40320929995505,0.021117599972058088,116.41774479998276,117.31969199999003,[0.03148148148148148],[-0.003703703703703704],[1],[0],[0],[1.925800499971956],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
61,0,61,0,117.36619359999895,,117.32429520000005,10,117.36619359999895,117.36619359999895,0.02643640001770109,118.36728409997886,121.11807709996356,[0.42314814814814816],[0.48148148148148145],[1],[0],[0],[3.7678747000172734],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
62,0,62,0,121.15656819997821,,121.12141259998316,10,121.15656819997821,121.15656819997821,0.022498700011055917,122.16647809999995,123.45156709995354,[0.1398148148148148],[-0.3824074074074074],[1],[0],[0],[2.3078218000009656],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
63,0,63,0,123.48213539994322,,123.45554349996382,5,123.48213539994322,123.48213539994322,0.016092400008346885,124.48283229995286,125.3511153999716,[-0.3472222222222222],[0.39444444444444443],[1],[0],[0],[1.879735000024084],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
64,0,64,0,125.37806179997278,,125.35559639998246,5,125.37806179997278,125.37806179997278,0.015181800001300871,126.38217949995305,128.06775170000037,[-0.25],[0.49537037037037035],[1],[0],[0],[2.6970235999906436],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
65,0,65,0,128.1223865999491,,128.07227759994566,10,128.1223865999491,128.1223865999491,0.031850799976382405,129.1317964999471,129.61677759996383,[0.2324074074074074],[0.2101851851851852],[1],[0],[0],[1.5129542999784462],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
66,0,66,0,129.65691649995279,,129.62074249994475,10,129.65691649995279,129.65691649995279,0.02259730000514537,130.66468719998375,131.6325940999668,[0.25555555555555554],[-0.31666666666666665],[1],[0],[0],[1.9897109000012279],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
67,0,67,0,131.6634508999996,,131.6352056999458,10,131.6634508999996,131.6634508999996,0.01853060000576079,132.66429779998725,134.1989615999628,[-0.17407407407407408],[0.3314814814814815],[1],[0],[0],[2.5453280999790877],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
68,0,68,0,134.2299587999587,,134.20347670000046,5,134.2299587999587,134.2299587999587,0.016199100005906075,135.23056619998533,135.7662896999973,[-0.1398148148148148],[-0.020370370370370372],[1],[0],[0],[1.546976299956441],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
69,0,69,0,135.7955515999929,,135.77075469994452,5,135.7955515999929,135.7955515999929,0.01647079997928813,136.79697469994426,137.93142629996873,[0.14351851851851852],[-0.1685185185185185],[1],[0],[0],[2.144579200015869],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
70,0,70,0,137.95682179997675,,137.93620209995424,5,137.95682179997675,137.95682179997675,0.01445879996754229,138.96313649998046,139.41529239999363,[-0.018518518518518517],[-0.22685185185185186],[1],[0],[0],[1.4646259999717586],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
71,0,71,0,139.46290909999516,,139.4211329999962,10,139.46290909999516,139.46290909999516,0.03300230001332238,140.46267519996036,141.51349609997123,[-0.43333333333333335],[-0.20092592592592592],[1],[0],[0],[2.0601202999823727],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
72,0,72,0,141.53577739995671,,141.5166846999782,5,141.53577739995671,141.53577739995671,0.013546000001952052,142.54540899995482,143.3640105999657,[0.24537037037037038],[-0.13703703703703704],[1],[0],[0],[1.8338424999965355],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
73,0,73,0,143.3916373999673,,143.36920339998323,5,143.3916373999673,143.3916373999673,0.015466900018509477,144.3956046999665,144.63119329995243,[-0.013888888888888888],[0.125],[1],[0],[0],[1.2464425999787636],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
74,0,74,0,144.66108699998586,,144.63665129995206,5,144.66108699998586,144.66108699998586,0.0182312999968417,145.6606855999562,147.31359969999176,[0.049074074074074076],[-0.3453703703703704],[1],[0],[0],[2.659067699976731],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
75,0,75,0,147.36501789995236,,147.3183849999914,10,147.36501789995236,147.36501789995236,0.030230099975597113,148.3776971999905,150.79483459994663,[-0.44166666666666665],[-0.3314814814814815],[1],[0],[0],[3.446857600007206],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
76,0,76,0,150.8153125999961,,150.79818139999406,5,150.8153125999961,150.8153125999961,0.01226469996618107,151.8268297999748,152.52860699995654,[0.49166666666666664],[-0.03333333333333333],[1],[0],[0],[1.718472299980931],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
77,0,77,0,152.5771787999547,,152.53214409999782,10,152.5771787999547,152.5771787999547,0.032846199988853186,153.57647859997815,157.29353269998683,[0.3472222222222222],[-0.30925925925925923],[1],[0],[0],[4.728823299985379],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
78,0,78,0,157.32300099998247,,157.29739539994625,5,157.32300099998247,157.32300099998247,0.017470200022216886,158.32554019999225,158.99498979997588,[-0.14629629629629629],[0.3990740740740741],[1],[0],[0],[1.680718399991747],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
79,0,79,0,159.02651209995383,,158.99986049998552,5,159.02651209995383,159.02651209995383,0.01769940002122894,160.04252929997165,160.89433869998902,[0.48148148148148145],[-0.44074074074074077],[1],[0],[0],[1.8770623999880627],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
80,0,80,0,160.91988519998267,,160.89917179994518,5,160.91988519998267,160.91988519998267,0.015425899997353554,161.9251276999712,162.3935586999869,[-0.09351851851851851],[0.3287037037037037],[1],[0],[0],[1.4791952000232413],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
81,0,81,0,162.42582799994852,,162.39828159997705,5,162.42582799994852,162.42582799994852,0.017458299989812076,163.42439499998,163.82818609999958,[-0.46574074074074073],[0.2777777777777778],[1],[0],[0],[1.4113727000076324],['target'],248650,001,2024-10-08_13h06.08.631,Vision search,2024.1.5,None,2024-10-08 13h06.18.197862 +0530,
