trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
75,0,75,0,135.1693408000283,,135.12434020004002,10,135.1693408000283,135.1693408000283,0.018709299969486892,136.1701452000416,137.1543349000276,[-0.3472222222222222],[-0.23981481481481481],[1],[0],[0],[2.011506799957715],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
76,0,76,0,137.1759831000236,,137.1567240000004,5,137.1759831000236,137.1759831000236,0.008969300019089133,138.1863929000101,138.62097000004724,[0.4722222222222222],[0.05925925925925926],[1],[0],[0],[1.4553275000071153],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
77,0,77,0,138.6666469000047,,138.6241263000411,10,138.6666469000047,138.6666469000047,0.018836000002920628,139.66965760005405,141.1699985000305,[-0.4027777777777778],[-0.05462962962962963],[1],[0],[0],[2.5272557999705896],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
78,0,78,0,141.20000510005048,,141.17312089999905,10,141.20000510005048,141.20000510005048,0.01932620001025498,142.2026888000546,143.4198533000308,[0.2361111111111111],[0.3638888888888889],[1],[0],[0],[2.22768879996147],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
79,0,79,0,143.46520100004273,,143.42262440000195,10,143.46520100004273,143.46520100004273,0.0181688999873586,144.46822200005408,145.16926440002862,[0.30277777777777776],[-0.25277777777777777],[1],[0],[0],[1.7286747999605723],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
80,0,80,0,145.20179220003774,,145.17164800001774,10,145.20179220003774,145.20179220003774,0.01782080001430586,146.2012974000536,146.8363970000064,[0.462037037037037],[0.2037037037037037],[1],[0],[0],[1.6469484000117518],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
81,0,81,0,146.88545660005184,,146.84033470001305,10,146.88545660005184,146.88545660005184,0.020243500010110438,147.9008470000117,148.65186370001175,[-0.28425925925925927],[-0.3907407407407407],[1],[0],[0],[1.7917532999999821],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
82,0,82,0,148.6927263000398,,148.65464430005522,10,148.6927263000398,148.6927263000398,0.01841930003138259,149.70064700004878,150.06880020000972,[0.10833333333333334],[0.31666666666666665],[1],[0],[0],[1.3957840999937616],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
83,0,83,0,150.1172116000089,,150.07312880002428,10,150.1172116000089,150.1172116000089,0.02616810001200065,151.11699930002214,151.91788530000485,[0.4083333333333333],[0.487962962962963],[1],[0],[0],[1.8190860000322573],[],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
84,0,84,0,151.9487965000444,,151.9206877000397,5,151.9487965000444,151.9487965000444,0.015715999994426966,152.9496244000038,153.7844326000195,[-0.4601851851851852],[-0.3351851851851852],[1],[0],[0],[1.8482190999784507],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
85,0,85,0,153.8069547000341,,153.7872385000228,5,153.8069547000341,153.8069547000341,0.009301899990532547,154.8161786000128,155.56838790001348,[0.11481481481481481],[0.31851851851851853],[1],[0],[0],[1.771695000003092],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
86,0,86,0,155.5930879000225,,155.57370200002333,5,155.5930879000225,155.5930879000225,0.013951100001577288,156.59944680001354,157.11692060000496,[0.30185185185185187],[-0.16203703703703703],[1],[0],[0],[1.5299231000244617],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
87,0,87,0,157.1642488000216,,157.1196084000403,10,157.1642488000216,157.1642488000216,0.02489120000973344,158.16515650000656,159.10028910002438,[-0.38425925925925924],[0.10277777777777777],[1],[0],[0],[1.955919099971652],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
88,0,88,0,159.15180410002358,,159.10398820001865,10,159.15180410002358,159.15180410002358,0.020655500004068017,160.16504510003142,160.31619420001516,[-0.049074074074074076],[0.053703703703703705],[1],[0],[0],[1.1920062000281177],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
89,0,89,0,160.34536900004605,,160.31886920001125,10,160.34536900004605,160.34536900004605,0.017640299978666008,161.3480873000226,162.01639770000475,[-0.49074074074074076],[0.1638888888888889],[1],[0],[0],[1.679960800043773],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
90,0,90,0,162.06202260003192,,162.01959660003195,10,162.06202260003192,162.06202260003192,0.028563400031998754,163.06458980002208,163.8653247000184,[0.38796296296296295],[0.12037037037037036],[1],[0],[0],[1.8174344000290148],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
91,0,91,0,163.8980510000256,,163.8680848000222,10,163.8980510000256,163.8980510000256,0.018509299959987402,164.89723950001644,165.83164150000084,[0.4212962962962963],[-0.06851851851851852],[1],[0],[0],[1.9452503999928012],[],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
92,0,92,0,165.8548315000371,,165.83498240000335,5,165.8548315000371,165.8548315000371,0.010641700006090105,166.86393150000367,167.73183840001002,[0.21203703703703702],[-0.3907407407407407],[1],[0],[0],[1.8863708999706432],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
93,0,93,0,167.77485440002056,,167.73613110004226,10,167.77485440002056,167.77485440002056,0.02074090001406148,168.78004220000003,169.24766220001038,[0.43796296296296294],[-0.014814814814814815],[1],[0],[0],[1.4912889000261202],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
94,0,94,0,169.2920428000507,,169.25091660005273,10,169.2920428000507,169.2920428000507,0.019946500018704683,170.29626220004866,170.29771720001008,[0.4222222222222222],[-0.019444444444444445],[1],[0],[0],[1.0273357999976724],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
95,0,95,0,170.34121310000774,,170.30152440001257,10,170.34121310000774,170.34121310000774,0.019839799962937832,171.3459137000027,171.41359090001788,[0.33240740740740743],[0.12314814814814815],[1],[0],[0],[1.0926968999556266],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
96,0,96,0,171.4389375000028,,171.41576090001035,5,171.4389375000028,171.4389375000028,0.00888229999691248,172.4463223000057,173.48129060002975,[-0.14166666666666666],[-0.362962962962963],[1],[0],[0],[2.056184299988672],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
97,0,97,0,173.51476600003662,,173.48653440002818,5,173.51476600003662,173.51476600003662,0.0160784000181593,174.5283913000021,175.52965880004922,[-0.22592592592592592],[0.325],[1],[0],[0],[2.0276469999807887],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
98,0,98,0,175.57422580005368,,175.53276450000703,10,175.57422580005368,175.57422580005368,0.019031699979677796,176.57837200001813,177.61295570002403,[0.35],[0.42777777777777776],[1],[0],[0],[2.0612012000055984],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
99,0,99,0,177.63709540001582,,177.61723570001777,5,177.63709540001582,177.63709540001582,0.01331059995573014,178.64453760004835,179.46282430004794,[-0.3907407407407407],[0.27870370370370373],[1],[0],[0],[1.832596599997487],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
100,0,100,0,179.50984160002554,,179.46646820002934,10,179.50984160002554,179.50984160002554,0.020457400009036064,180.51089170004707,180.84516200004146,[-0.09537037037037037],[0.26481481481481484],[1],[0],[0],[1.3584392999764532],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
101,0,101,0,180.8901694000233,,180.849635999999,10,180.8901694000233,180.8901694000233,0.027836999972350895,181.89355450001312,182.362493200053,[-0.42962962962962964],[0.39444444444444443],[1],[0],[0],[1.485063799947966],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
102,0,102,0,182.40169010002865,,182.36669710004935,10,182.40169010002865,182.40169010002865,0.021618700004182756,183.41006020002533,184.09430140000768,[0.18796296296296297],[0.18888888888888888],[1],[0],[0],[1.7066202000132762],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
103,0,103,0,184.14162800001213,,184.0968529000529,10,184.14162800001213,184.14162800001213,0.018024199991486967,185.14325180003652,185.6107905000099,[0.45925925925925926],[0.16296296296296298],[1],[0],[0],[1.4961013000574894],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
104,0,104,0,185.6426596000092,,185.61322800000198,10,185.6426596000092,185.6426596000092,0.01782090001506731,186.64246570004616,187.44348010001704,[0.14814814814814814],[-0.05740740740740741],[1],[0],[0],[1.812552899995353],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
105,0,105,0,187.48936450004112,,187.44648590002907,10,187.48936450004112,187.48936450004112,0.018897600006312132,188.49201660003746,189.64369540003827,[-0.3314814814814815],[0.375],[1],[0],[0],[2.178542700014077],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
106,0,106,0,189.6898032000172,,189.64688559999922,10,189.6898032000172,189.6898032000172,0.020501399994827807,190.69166570005473,192.65928840002744,[-0.26481481481481484],[0.462037037037037],[1],[0],[0],[2.9921095999889076],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
107,0,107,0,192.70572530000936,,192.66241710004397,10,192.70572530000936,192.70572530000936,0.02926589996786788,193.70816700003343,194.40992610005196,[0.4462962962962963],[0.1935185185185185],[1],[0],[0],[1.7182152000023052],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
108,0,108,0,194.4416999000241,,194.41452810005285,5,194.4416999000241,194.4416999000241,0.017100299999583513,195.44103919999907,196.39250240003457,[-0.13703703703703704],[-0.22685185185185186],[1],[0],[0],[1.9613989000208676],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
109,0,109,0,196.43140970001696,,196.3962153000175,10,196.43140970001696,196.43140970001696,0.02022090001264587,197.4410109000164,198.25775460002478,[0.39814814814814814],[0.18796296296296297],[1],[0],[0],[1.8417767999926582],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
110,0,110,0,198.2876721000066,,198.260010100028,10,198.2876721000066,198.2876721000066,0.018311399966478348,199.2899846000364,200.09128710004734,[0.06944444444444445],[-0.2916666666666667],[1],[0],[0],[1.8130221999599598],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
111,0,111,0,200.15157430002,,200.09417110000504,10,200.15157430002,200.15157430002,0.02532199997222051,201.15638110000873,201.84165090002352,[-0.41388888888888886],[0.05],[1],[0],[0],[1.7223187999916263],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
112,0,112,0,201.88725350005552,,201.84489110001596,10,201.88725350005552,201.88725350005552,0.019119400007184595,202.88921670004493,203.42415120004443,[0.1648148148148148],[-0.026851851851851852],[1],[0],[0],[1.5603705000248738],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
113,0,113,0,203.45564570004353,,203.4275644000154,5,203.45564570004353,203.45564570004353,0.011296999990008771,204.45559620001586,204.79066190001322,[-0.24351851851851852],[-0.25092592592592594],[1],[0],[0],[1.3519180000294],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
114,0,114,0,204.84335190005368,,204.79531420004787,10,204.84335190005368,204.84335190005368,0.02569540002150461,205.8551914000418,205.92296820000047,[0.012962962962962963],[0.0787037037037037],[1],[0],[0],[1.1024558000499383],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
115,0,115,0,205.96501620003255,,205.92578060005326,10,205.96501620003255,205.96501620003255,0.01876589999301359,206.97235620004358,207.2228868000093,[0.2212962962962963],[0.049074074074074076],[1],[0],[0],[1.278538899961859],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
116,0,116,0,207.25687920005294,,207.22615740000037,10,207.25687920005294,207.25687920005294,0.01867130002938211,208.2713690000237,209.92266510002082,[0.11481481481481481],[-0.24722222222222223],[1],[0],[0],[2.678128600004129],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
117,0,117,0,209.9426519999979,,209.92555780004477,5,209.9426519999979,209.9426519999979,0.010641900007613003,210.9539617000264,211.90558390005026,[0.39444444444444443],[-0.023148148148148147],[1],[0],[0],[1.9695600000559352],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
118,0,118,0,211.9267507000477,,211.90852100000484,5,211.9267507000477,211.9267507000477,0.010984199994709343,212.93714280001586,213.20545340003446,[0.47129629629629627],[-0.1388888888888889],[1],[0],[0],[1.285991800017655],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
119,0,119,0,213.2296209000051,,213.2105678000371,5,213.2296209000051,213.2296209000051,0.012940499989781529,214.23742400004994,215.77240680000978,[-0.43425925925925923],[0.4527777777777778],[1],[0],[0],[2.549418099981267],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
120,0,120,0,215.81235300004482,,215.7764998000348,10,215.81235300004482,215.81235300004482,0.02115559997037053,216.8196000000462,218.13702590001049,[0.20462962962962963],[0.4925925925925926],[1],[0],[0],[2.3398020999738947],[],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
121,0,121,0,218.18247730005533,,218.14000850002049,10,218.18247730005533,218.18247730005533,0.019545799994375557,219.18558190000476,219.9705531000509,[-0.3990740740740741],[-0.10462962962962963],[1],[0],[0],[1.811132600007113],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
122,0,122,0,220.02259659999982,,219.9745901999995,10,220.02259659999982,220.02259659999982,0.020351499959360808,221.0353524000384,221.26954360003583,[0.36203703703703705],[-0.17037037037037037],[1],[0],[0],[1.275176899973303],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
123,0,123,0,221.30771580000874,,221.2715876000002,10,221.30771580000874,221.30771580000874,0.01825899997493252,222.31833850004477,222.90255260001868,[-0.33425925925925926],[-0.09907407407407408],[1],[0],[0],[1.612773599976208],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
124,0,124,0,222.92681920004543,,222.90542950003874,5,222.92681920004543,222.92681920004543,0.010278599977027625,223.9350178000168,226.05280040000798,[0.1675925925925926],[0.23703703703703705],[1],[0],[0],[3.137196900031995],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
125,0,125,0,226.1009387000231,,226.0571084000403,10,226.1009387000231,226.1009387000231,0.02601100003812462,227.1006319000153,228.41807060001884,[-0.003703703703703704],[0.2601851851851852],[1],[0],[0],[2.3354647000087425],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
126,0,126,0,228.4418588000117,,228.4207740999991,5,228.4418588000117,228.4418588000117,0.011453700019046664,229.4504614000325,229.86846370005514,[0.44166666666666665],[0.06481481481481481],[1],[0],[0],[1.4363899999880232],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
127,0,127,0,229.91665720002493,,229.87187260005157,10,229.91665720002493,229.91665720002493,0.02063149999594316,230.91665010002907,231.53444920002948,[0.23148148148148148],[0.4166666666666667],[1],[0],[0],[1.6421779000083916],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
128,0,128,0,231.55795760004548,,231.53738809999777,5,231.55795760004548,231.55795760004548,0.010319099994376302,232.5663281000452,232.71892480005044,[0.010185185185185186],[0.38333333333333336],[1],[0],[0],[1.170911499997601],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
129,0,129,0,232.77408980001928,,232.7244252000237,10,232.77408980001928,232.77408980001928,0.02787630003876984,233.78268320002826,234.7337489000056,[0.06018518518518518],[-0.30925925925925923],[1],[0],[0],[1.9822239999775775],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
130,0,130,0,234.7671215000446,,234.73634770000353,10,234.7671215000446,234.7671215000446,0.017937000025995076,235.76573320000898,236.2336506000138,[-0.11944444444444445],[0.18981481481481483],[1],[0],[0],[1.4794973999960348],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
131,0,131,0,236.2528755000094,,236.23645460000262,5,236.2528755000094,236.2528755000094,0.010558999958448112,237.26523890002863,238.3333130000392,[-0.24444444444444444],[-0.4675925925925926],[1],[0],[0],[2.0864946999936365],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
132,0,132,0,238.3659076000331,,238.3366614000406,10,238.3659076000331,238.3659076000331,0.01866800000425428,239.38153910002438,239.9825994000421,[0.10092592592592593],[-0.3675925925925926],[1],[0],[0],[1.627563099958934],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
133,0,133,0,240.01925930002471,,239.98523750004824,10,240.01925930002471,240.01925930002471,0.01800280000315979,241.03102220001165,242.74850670003798,[-0.34074074074074073],[0.33240740740740743],[1],[0],[0],[2.745484100014437],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
134,0,134,0,242.7900144000305,,242.75083120004274,10,242.7900144000305,242.7900144000305,0.01731100003235042,243.7971720000496,244.31487520004157,[-0.06851851851851852],[0.38333333333333336],[1],[0],[0],[1.5468034000368789],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
135,0,135,0,244.34133640001528,,244.31777429999784,5,244.34133640001528,244.34133640001528,0.014480100013315678,245.34742620005272,246.46462480002083,[-0.41574074074074074],[0.14074074074074075],[1],[0],[0],[2.132534999982454],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
136,0,136,0,246.5095253000036,,246.4675847000326,10,246.5095253000036,246.5095253000036,0.019011099997442216,247.51279800001066,249.1138440000359,[-0.38796296296296295],[-0.36944444444444446],[1],[0],[0],[2.627460499992594],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
137,0,137,0,249.15258140000515,,249.116417000012,10,249.15258140000515,249.15258140000515,0.01806660002330318,250.16227070003515,251.09713020001072,[0.18703703703703703],[0.05648148148148148],[1],[0],[0],[1.9626911000232212],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
138,0,138,0,251.13427520002006,,251.10094410000602,10,251.13427520002006,251.13427520002006,0.020456099999137223,252.14532770001097,252.44622720003827,[0.3972222222222222],[0.24814814814814815],[1],[0],[0],[1.3253040999989025],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
139,0,139,0,252.48385740001686,,252.44848820002517,10,252.48385740001686,252.48385740001686,0.017318799975328147,253.49512760003563,253.71276890003355,[0.35555555555555557],[0.1787037037037037],[1],[0],[0],[1.247048299992457],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
140,0,140,0,253.74970990000293,,253.71594790002564,5,253.74970990000293,253.74970990000293,0.015345699968747795,254.76167950005038,255.4462887000409,[-0.14166666666666666],[-0.1527777777777778],[1],[0],[0],[1.7151673000189476],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
141,0,141,0,255.47083390003536,,255.44934730004752,5,255.47083390003536,255.47083390003536,0.010297400003764778,256.47787280002376,256.6796013000421,[-0.1638888888888889],[-0.1712962962962963],[1],[0],[0],[1.2199482999858446],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
142,0,142,0,256.73210530000506,,256.6846853000461,10,256.73210530000506,256.73210530000506,0.02220770000712946,257.7451668000431,258.32843200000934,[0.12037037037037036],[-0.41203703703703703],[1],[0],[0],[1.6221389999845996],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
143,0,143,0,258.375674800016,,258.3313025000389,10,258.375674800016,258.375674800016,0.019079599995166063,259.3771135000279,259.9448329000152,[0.3074074074074074],[0.06018518518518518],[1],[0],[0],[1.5947274999925867],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
144,0,144,0,259.99112350004725,,259.9471396000008,10,259.99112350004725,259.99112350004725,0.018162199994549155,260.99347020004643,262.4784155000234,[-0.2638888888888889],[0.32407407407407407],[1],[0],[0],[2.51311210001586],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
145,0,145,0,262.50857170001836,,262.48331280000275,5,262.50857170001836,262.50857170001836,0.017450599989388138,263.5096332000103,263.9444949000026,[-0.010185185185185186],[0.4351851851851852],[1],[0],[0],[1.4443254999932833],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
146,0,146,0,263.9692170000053,,263.94857600005344,5,263.9692170000053,263.9692170000053,0.012835600005928427,264.97611270000925,266.1937638000236,[-0.11203703703703703],[0.4703703703703704],[1],[0],[0],[2.232795999967493],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
147,0,147,0,266.24054650001926,,266.19687270000577,10,266.24054650001926,266.24054650001926,0.018590599996969104,267.24214420001954,267.6934284000308,[-0.0824074074074074],[0.4685185185185185],[1],[0],[0],[1.4781984000001103],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
148,0,148,0,267.732556700008,,267.6965094000334,10,267.732556700008,267.732556700008,0.01925329997902736,268.74185260001104,269.99369319999823,[0.25277777777777777],[-0.3287037037037037],[1],[0],[0],[2.2779144000378437],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
149,0,149,0,270.01765620004153,,269.99723880004603,5,270.01765620004153,270.01765620004153,0.011770999990403652,271.02459280000767,271.60939710005186,[0.42685185185185187],[-0.14351851851851852],[1],[0],[0],[1.6006324999616481],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
150,0,150,0,271.63334720005514,,271.6132189000491,5,271.63334720005514,271.63334720005514,0.01157729997066781,272.6410552000161,273.2928295000456,[-0.4777777777777778],[-0.025],[1],[0],[0],[1.6683291000081226],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
151,0,151,0,273.3307549000019,,273.29680170002393,10,273.3307549000019,273.3307549000019,0.020517600001767278,274.3410341000417,274.92514150001807,[0.1675925925925926],[-0.26296296296296295],[1],[0],[0],[1.6082442000042647],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
152,0,152,0,274.9673472000286,,274.92795030004345,10,274.9673472000286,274.9673472000286,0.019118099997285753,275.9743501000339,276.9414588000509,[0.4601851851851852],[0.43333333333333335],[1],[0],[0],[1.9945445000194013],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
153,0,153,0,276.988161700021,,276.943875500001,10,276.988161700021,276.988161700021,0.01732300000730902,277.990210900025,279.62419600004796,[-0.004629629629629629],[0.005555555555555556],[1],[0],[0],[2.6630148999975063],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
154,0,154,0,279.6608460000134,,279.6275722000282,10,279.6608460000134,279.6608460000134,0.019132899993564934,280.6734297000221,281.57454770000186,[-0.42314814814814816],[0.011111111111111112],[1],[0],[0],[1.9279624999617226],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
155,0,155,0,281.6081163000199,,281.57829620002303,10,281.6081163000199,281.6081163000199,0.020224900043103844,282.622438600054,283.7060985999997,[0.21296296296296297],[0.36666666666666664],[1],[0],[0],[2.1080217999988236],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
156,0,156,0,283.73398320004344,,283.70799880003324,10,283.73398320004344,283.73398320004344,0.017319700040388852,284.7384777000407,285.3728531000088,[-0.1574074074074074],[-0.13240740740740742],[1],[0],[0],[1.6476249999832362],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
157,0,157,0,285.41529910004465,,285.37519260001136,10,285.41529910004465,285.41529910004465,0.017768100020475686,286.4215311000007,286.722522200027,[0.13148148148148148],[0.12129629629629629],[1],[0],[0],[1.3297325000166893],['target'],217354,001,2024-10-09_14h06.20.321,Vision search,2024.1.5,None,2024-10-09 14h06.25.754059 +0530,
